txid,timestamp,inputs,outputs,input_amount,output_amount,fee
tx_79111639_232403460,2025-09-12T14:21:50.534433,"[""wallet_79111639""]","[""wallet_232403460""]",2.0114,2.8698,0.0016
tx_232904009_233220194,2025-09-12T14:22:50.534433,"[""wallet_232904009""]","[""wallet_233220194""]",0.9399,7.3435,0.0018
tx_230528722_230528710,2025-09-12T14:23:50.534433,"[""wallet_230528722""]","[""wallet_230528710""]",5.7324,1.8881,0.0004
tx_232342530_199529191,2025-09-12T14:24:50.534433,"[""wallet_232342530""]","[""wallet_199529191""]",3.2597,2.6507,0.0009
tx_232017777_232054860,2025-09-12T14:25:50.534433,"[""wallet_232017777""]","[""wallet_232054860""]",4.913,6.8716,0.0023
tx_230530309_2881273,2025-09-12T14:26:50.534433,"[""wallet_230530309""]","[""wallet_2881273""]",0.6648,0.3254,0.0007
tx_75598059_61820358,2025-09-12T14:27:50.534433,"[""wallet_75598059""]","[""wallet_61820358""]",1.3765,6.2119,0.0033
tx_3875116_230520120,2025-09-12T14:28:50.534433,"[""wallet_3875116""]","[""wallet_230520120""]",5.4517,6.8521,0.0017
tx_230531174_230531529,2025-09-12T14:29:50.534433,"[""wallet_230531174""]","[""wallet_230531529""]",2.5231,4.5486,0.0048
tx_232446225_182442258,2025-09-12T14:30:50.534433,"[""wallet_232446225""]","[""wallet_182442258""]",9.9135,0.9073,0.0006
tx_230440527_230456382,2025-09-12T14:31:50.534433,"[""wallet_230440527""]","[""wallet_230456382""]",8.8526,3.0835,0.0008
tx_232404259_2758467,2025-09-12T14:32:50.534433,"[""wallet_232404259""]","[""wallet_2758467""]",4.9353,4.1529,0.0026
tx_230658164_230658142,2025-09-12T14:33:50.534433,"[""wallet_230658164""]","[""wallet_230658142""]",9.8995,0.206,0.0019
tx_75600755_230425547,2025-09-12T14:34:50.534433,"[""wallet_75600755""]","[""wallet_230425547""]",7.8468,1.45,0.0005
tx_232000581_230716290,2025-09-12T14:35:50.534433,"[""wallet_232000581""]","[""wallet_230716290""]",9.0909,0.1683,0.0036
tx_73325019_43560505,2025-09-12T14:36:50.534433,"[""wallet_73325019""]","[""wallet_43560505""]",2.794,0.3741,0.0015
tx_230423321_230681123,2025-09-12T14:37:50.534433,"[""wallet_230423321""]","[""wallet_230681123""]",0.4559,4.8248,0.0006
tx_232654975_192392088,2025-09-12T14:38:50.534433,"[""wallet_232654975""]","[""wallet_192392088""]",2.3225,5.0066,0.0033
tx_232037400_232037399,2025-09-12T14:39:50.534433,"[""wallet_232037400""]","[""wallet_232037399""]",10.3989,0.1891,0.0029
tx_230517591_3385562,2025-09-12T14:40:50.534433,"[""wallet_230517591""]","[""wallet_3385562""]",9.4905,2.2902,0.0008
tx_230464746_230464556,2025-09-12T14:41:50.534433,"[""wallet_230464746""]","[""wallet_230464556""]",6.396,2.4896,0.005
tx_2713814_185535373,2025-09-12T14:42:50.534433,"[""wallet_2713814""]","[""wallet_185535373""]",3.7456,3.0474,0.0004
tx_19146132_232354183,2025-09-12T14:43:50.534433,"[""wallet_19146132""]","[""wallet_232354183""]",1.978,3.0418,0.0039
tx_14942862_195237909,2025-09-12T14:44:50.534433,"[""wallet_14942862""]","[""wallet_195237909""]",1.7264,4.1108,0.0017
tx_230421654_183321578,2025-09-12T14:45:50.534433,"[""wallet_230421654""]","[""wallet_183321578""]",6.5725,10.0279,0.0041
tx_232392936_232392931,2025-09-12T14:46:50.534433,"[""wallet_232392936""]","[""wallet_232392931""]",9.6274,7.4055,0.0015
tx_3876606_232460526,2025-09-12T14:47:50.534433,"[""wallet_3876606""]","[""wallet_232460526""]",9.778,6.7118,0.0019
tx_230458741_230458655,2025-09-12T14:48:50.534433,"[""wallet_230458741""]","[""wallet_230458655""]",6.0672,10.1142,0.0045
tx_230692824_230551388,2025-09-12T14:49:50.534433,"[""wallet_230692824""]","[""wallet_230551388""]",3.1116,2.187,0.0012
tx_34162816_230539732,2025-09-12T14:50:50.534433,"[""wallet_34162816""]","[""wallet_230539732""]",1.5527,4.951,0.0029
tx_232431910_2758467,2025-09-12T14:51:50.534433,"[""wallet_232431910""]","[""wallet_2758467""]",6.3663,2.8297,0.002
tx_76866739_87889632,2025-09-12T14:52:50.534433,"[""wallet_76866739""]","[""wallet_87889632""]",7.7833,8.2836,0.0015
tx_230444448_4996915,2025-09-12T14:53:50.534433,"[""wallet_230444448""]","[""wallet_4996915""]",1.8321,10.3859,0.0034
tx_230464771_20510018,2025-09-12T14:54:50.534433,"[""wallet_230464771""]","[""wallet_20510018""]",1.4382,3.6115,0.0043
tx_230334719_232000584,2025-09-12T14:55:50.534433,"[""wallet_230334719""]","[""wallet_232000584""]",1.4718,5.8989,0.0003
tx_203812102_232431931,2025-09-12T14:56:50.534433,"[""wallet_203812102""]","[""wallet_232431931""]",0.391,9.483,0.0001
tx_230673815_232383231,2025-09-12T14:57:50.534433,"[""wallet_230673815""]","[""wallet_232383231""]",1.3629,0.6256,0.0002
tx_232034284_198358107,2025-09-12T14:58:50.534433,"[""wallet_232034284""]","[""wallet_198358107""]",2.7893,3.4526,0.0033
tx_198363083_198426420,2025-09-12T14:59:50.534433,"[""wallet_198363083""]","[""wallet_198426420""]",1.2218,9.9929,0.004
tx_1913117_2923374,2025-09-12T15:00:50.534433,"[""wallet_1913117""]","[""wallet_2923374""]",8.9105,0.9559,0.0032
tx_53204358_230586868,2025-09-12T15:01:50.534433,"[""wallet_53204358""]","[""wallet_230586868""]",9.9927,10.2989,0.0003
tx_232034284_2754445,2025-09-12T15:02:50.534433,"[""wallet_232034284""]","[""wallet_2754445""]",6.8207,4.7609,0.0017
tx_7460711_230470030,2025-09-12T15:03:50.534433,"[""wallet_7460711""]","[""wallet_230470030""]",3.6549,9.7963,0.0017
tx_230390238_230456623,2025-09-12T15:04:50.534433,"[""wallet_230390238""]","[""wallet_230456623""]",10.0135,10.3897,0.0011
tx_232903064_113492022,2025-09-12T15:05:50.534433,"[""wallet_232903064""]","[""wallet_113492022""]",8.5089,3.5266,0.0032
tx_232903069_99506340,2025-09-12T15:06:50.534433,"[""wallet_232903069""]","[""wallet_99506340""]",9.6459,0.4782,0.0018
tx_2713749_56588535,2025-09-12T15:07:50.534433,"[""wallet_2713749""]","[""wallet_56588535""]",0.278,10.2046,0.0011
tx_232012309_230411297,2025-09-12T15:08:50.534433,"[""wallet_232012309""]","[""wallet_230411297""]",0.3173,7.7478,0.0034
tx_230470029_230470027,2025-09-12T15:09:50.534433,"[""wallet_230470029""]","[""wallet_230470027""]",0.8265,1.7586,0.0031
tx_230438482_230438479,2025-09-12T15:10:50.534433,"[""wallet_230438482""]","[""wallet_230438479""]",1.0412,9.1139,0.0041
tx_232412807_80044762,2025-09-12T15:11:50.534433,"[""wallet_232412807""]","[""wallet_80044762""]",2.1422,6.5956,0.0013
tx_89273_5197391,2025-09-12T15:12:50.534433,"[""wallet_89273""]","[""wallet_5197391""]",7.9809,5.1748,0.001
tx_106306280_230411659,2025-09-12T15:13:50.534433,"[""wallet_106306280""]","[""wallet_230411659""]",2.5191,6.7733,0.0039
tx_76864781_230692824,2025-09-12T15:14:50.534433,"[""wallet_76864781""]","[""wallet_230692824""]",1.2314,1.7277,0.0026
tx_37001822_86977694,2025-09-12T15:15:50.534433,"[""wallet_37001822""]","[""wallet_86977694""]",4.1757,2.8808,0.0039
tx_230540192_230516994,2025-09-12T15:16:50.534433,"[""wallet_230540192""]","[""wallet_230516994""]",8.3846,7.6638,0.0047
tx_54735213_219837311,2025-09-12T15:17:50.534433,"[""wallet_54735213""]","[""wallet_219837311""]",0.1903,0.1905,0.0043
tx_234017978_230530258,2025-09-12T15:18:50.534433,"[""wallet_234017978""]","[""wallet_230530258""]",4.3343,1.9009,0.0025
tx_3416106_74325541,2025-09-12T15:19:50.534433,"[""wallet_3416106""]","[""wallet_74325541""]",3.8812,4.4102,0.0018
tx_232010758_4988292,2025-09-12T15:20:50.534433,"[""wallet_232010758""]","[""wallet_4988292""]",1.662,2.5282,0.0006
tx_230411274_195237909,2025-09-12T15:21:50.534433,"[""wallet_230411274""]","[""wallet_195237909""]",7.3587,7.223,0.0019
tx_232670457_232673585,2025-09-12T15:22:50.534433,"[""wallet_232670457""]","[""wallet_232673585""]",1.3429,1.0582,0.0013
tx_230537141_230537117,2025-09-12T15:23:50.534433,"[""wallet_230537141""]","[""wallet_230537117""]",5.327,1.7921,0.0034
tx_230530176_232067342,2025-09-12T15:24:50.534433,"[""wallet_230530176""]","[""wallet_232067342""]",7.0661,2.5,0.0019
tx_230345439_29115493,2025-09-12T15:25:50.534433,"[""wallet_230345439""]","[""wallet_29115493""]",9.8072,6.2941,0.005
tx_14713336_230537117,2025-09-12T15:26:50.534433,"[""wallet_14713336""]","[""wallet_230537117""]",0.7899,8.357,0.0016
tx_230336239_232019233,2025-09-12T15:27:50.534433,"[""wallet_230336239""]","[""wallet_232019233""]",8.8404,3.9946,0.0013
tx_230530819_230455738,2025-09-12T15:28:50.534433,"[""wallet_230530819""]","[""wallet_230455738""]",5.3972,5.1918,0.0036
tx_232639903_231429973,2025-09-12T15:29:50.534433,"[""wallet_232639903""]","[""wallet_231429973""]",9.8898,3.9649,0.0028
tx_232921306_76867053,2025-09-12T15:30:50.534433,"[""wallet_232921306""]","[""wallet_76867053""]",4.4335,6.0197,0.0041
tx_230544483_87823727,2025-09-12T15:31:50.534433,"[""wallet_230544483""]","[""wallet_87823727""]",2.7187,6.0481,0.0009
tx_230452736_45936391,2025-09-12T15:32:50.534433,"[""wallet_230452736""]","[""wallet_45936391""]",5.8862,6.2285,0.0001
tx_232000938_232000936,2025-09-12T15:33:50.534433,"[""wallet_232000938""]","[""wallet_232000936""]",8.3038,3.6139,0.0018
tx_232895310_94251207,2025-09-12T15:34:50.534433,"[""wallet_232895310""]","[""wallet_94251207""]",6.446,10.3072,0.0025
tx_230331387_231993291,2025-09-12T15:35:50.534433,"[""wallet_230331387""]","[""wallet_231993291""]",5.0347,9.0857,0.0045
tx_230472718_27533958,2025-09-12T15:36:50.534433,"[""wallet_230472718""]","[""wallet_27533958""]",10.0864,4.0016,0.001
tx_230522939_166888820,2025-09-12T15:37:50.534433,"[""wallet_230522939""]","[""wallet_166888820""]",9.1873,7.6873,0.0019
tx_230548582_230548586,2025-09-12T15:38:50.534433,"[""wallet_230548582""]","[""wallet_230548586""]",5.3918,2.9032,0.002
tx_3908453_2881273,2025-09-12T15:39:50.534433,"[""wallet_3908453""]","[""wallet_2881273""]",5.0754,8.159,0.0038
tx_232440020_232440017,2025-09-12T15:40:50.534433,"[""wallet_232440020""]","[""wallet_232440017""]",5.5388,0.743,0.0031
tx_230409254_76865205,2025-09-12T15:41:50.534433,"[""wallet_230409254""]","[""wallet_76865205""]",3.2734,8.3446,0.0041
tx_234469371_232431871,2025-09-12T15:42:50.534433,"[""wallet_234469371""]","[""wallet_232431871""]",8.4622,9.245,0.0012
tx_76865983_3907701,2025-09-12T15:43:50.534433,"[""wallet_76865983""]","[""wallet_3907701""]",1.4268,3.3823,0.0023
tx_75604333_2912780,2025-09-12T15:44:50.534433,"[""wallet_75604333""]","[""wallet_2912780""]",3.8018,1.6636,0.001
tx_234442906_13341989,2025-09-12T15:45:50.534433,"[""wallet_234442906""]","[""wallet_13341989""]",2.0818,9.7041,0.002
tx_230465231_5530776,2025-09-12T15:46:50.534433,"[""wallet_230465231""]","[""wallet_5530776""]",10.3292,2.7485,0.0004
tx_219821008_232039868,2025-09-12T15:47:50.534433,"[""wallet_219821008""]","[""wallet_232039868""]",8.6008,3.7008,0.005
tx_230437116_230543170,2025-09-12T15:48:50.534433,"[""wallet_230437116""]","[""wallet_230543170""]",4.9443,2.5222,0.0002
tx_232419988_230673838,2025-09-12T15:49:50.534433,"[""wallet_232419988""]","[""wallet_230673838""]",0.4032,5.7987,0.0009
tx_230530317_230923479,2025-09-12T15:50:50.534433,"[""wallet_230530317""]","[""wallet_230923479""]",1.1451,3.4102,0.0015
tx_230642649_231827038,2025-09-12T15:51:50.534433,"[""wallet_230642649""]","[""wallet_231827038""]",1.8303,8.4477,0.0036
tx_232897813_232431861,2025-09-12T15:52:50.534433,"[""wallet_232897813""]","[""wallet_232431861""]",5.1397,4.0687,0.0022
tx_232431916_231367273,2025-09-12T15:53:50.534433,"[""wallet_232431916""]","[""wallet_231367273""]",2.3612,5.6723,0.0038
tx_232018604_37001822,2025-09-12T15:54:50.534433,"[""wallet_232018604""]","[""wallet_37001822""]",4.3876,9.7222,0.0048
tx_232431852_2758467,2025-09-12T15:55:50.534433,"[""wallet_232431852""]","[""wallet_2758467""]",2.5775,1.2079,0.0049
tx_75604019_232067357,2025-09-12T15:56:50.534433,"[""wallet_75604019""]","[""wallet_232067357""]",6.835,4.0853,0.0036
tx_230645829_230649107,2025-09-12T15:57:50.534433,"[""wallet_230645829""]","[""wallet_230649107""]",5.4512,1.3028,0.0017
tx_3891191_3851887,2025-09-12T15:58:50.534433,"[""wallet_3891191""]","[""wallet_3851887""]",2.8846,0.509,0.0033
tx_202251566_102053373,2025-09-12T15:59:50.534433,"[""wallet_202251566""]","[""wallet_102053373""]",3.7949,8.4078,0.0011
tx_232347599_232069314,2025-09-12T16:00:50.534433,"[""wallet_232347599""]","[""wallet_232069314""]",2.473,0.7264,0.0039
tx_232038134_232061952,2025-09-12T16:01:50.534433,"[""wallet_232038134""]","[""wallet_232061952""]",6.4038,7.5935,0.0028
tx_230531160_2881274,2025-09-12T16:02:50.534433,"[""wallet_230531160""]","[""wallet_2881274""]",4.2484,0.7217,0.0003
tx_230548931_230548930,2025-09-12T16:03:50.534433,"[""wallet_230548931""]","[""wallet_230548930""]",3.5599,7.872,0.0025
tx_226890719_230540196,2025-09-12T16:04:50.534433,"[""wallet_226890719""]","[""wallet_230540196""]",9.568,1.082,0.0048
tx_232949441_232415197,2025-09-12T16:05:50.534433,"[""wallet_232949441""]","[""wallet_232415197""]",2.8833,8.536,0.0031
tx_10818605_230465660,2025-09-12T16:06:50.534433,"[""wallet_10818605""]","[""wallet_230465660""]",1.6543,2.8763,0.0042
tx_232349072_20299716,2025-09-12T16:07:50.534433,"[""wallet_232349072""]","[""wallet_20299716""]",4.6956,7.249,0.0003
tx_214488573_230473461,2025-09-12T16:08:50.534433,"[""wallet_214488573""]","[""wallet_230473461""]",4.416,1.1306,0.0034
tx_230543312_87823631,2025-09-12T16:09:50.534433,"[""wallet_230543312""]","[""wallet_87823631""]",3.515,2.0782,0.0047
tx_230659451_230658142,2025-09-12T16:10:50.534433,"[""wallet_230659451""]","[""wallet_230658142""]",7.0925,10.1661,0.001
tx_84064852_232022782,2025-09-12T16:11:50.534433,"[""wallet_84064852""]","[""wallet_232022782""]",5.8526,7.3302,0.0047
tx_1050220_230686565,2025-09-12T16:12:50.534433,"[""wallet_1050220""]","[""wallet_230686565""]",0.6651,6.686,0.0045
tx_86353799_232472561,2025-09-12T16:13:50.534433,"[""wallet_86353799""]","[""wallet_232472561""]",3.2893,1.225,0.0023
tx_232673957_232673961,2025-09-12T16:14:50.534433,"[""wallet_232673957""]","[""wallet_232673961""]",7.6817,3.8283,0.0048
tx_3114489_107227719,2025-09-12T16:15:50.534433,"[""wallet_3114489""]","[""wallet_107227719""]",2.9413,3.3283,0.0012
tx_232002739_232910950,2025-09-12T16:16:50.534433,"[""wallet_232002739""]","[""wallet_232910950""]",8.6755,0.4751,0.0002
tx_230439786_232907894,2025-09-12T16:17:50.534433,"[""wallet_230439786""]","[""wallet_232907894""]",5.7813,1.7508,0.0019
tx_230530242_2881273,2025-09-12T16:18:50.534433,"[""wallet_230530242""]","[""wallet_2881273""]",0.3021,1.0831,0.0017
tx_64231211_70107574,2025-09-12T16:19:50.534433,"[""wallet_64231211""]","[""wallet_70107574""]",2.215,4.2809,0.0009
tx_36340051_232037090,2025-09-12T16:20:50.534433,"[""wallet_36340051""]","[""wallet_232037090""]",1.4788,0.5267,0.0024
tx_232343709_230451735,2025-09-12T16:21:50.534433,"[""wallet_232343709""]","[""wallet_230451735""]",0.5895,4.2596,0.0023
tx_230444459_232377087,2025-09-12T16:22:50.534433,"[""wallet_230444459""]","[""wallet_232377087""]",3.7684,1.4495,0.0027
tx_230451739_230451730,2025-09-12T16:23:50.534433,"[""wallet_230451739""]","[""wallet_230451730""]",6.9075,1.553,0.0046
tx_13285375_230528710,2025-09-12T16:24:50.534433,"[""wallet_13285375""]","[""wallet_230528710""]",2.6766,2.8341,0.0011
tx_230901179_230528715,2025-09-12T16:25:50.534433,"[""wallet_230901179""]","[""wallet_230528715""]",3.9388,3.4749,0.004
tx_36411963_232383257,2025-09-12T16:26:50.534433,"[""wallet_36411963""]","[""wallet_232383257""]",4.9394,0.7981,0.0025
tx_230457906_230649780,2025-09-12T16:27:50.534433,"[""wallet_230457906""]","[""wallet_230649780""]",0.2189,0.3482,0.0041
tx_232064265_230457905,2025-09-12T16:28:50.534433,"[""wallet_232064265""]","[""wallet_230457905""]",7.4462,3.8168,0.0017
tx_75600731_75597414,2025-09-12T16:29:50.534433,"[""wallet_75600731""]","[""wallet_75597414""]",5.7571,5.1143,0.0044
tx_75604392_231263589,2025-09-12T16:30:50.534433,"[""wallet_75604392""]","[""wallet_231263589""]",2.9712,3.15,0.0007
tx_230457093_230457090,2025-09-12T16:31:50.534433,"[""wallet_230457093""]","[""wallet_230457090""]",3.3496,9.276,0.0021
tx_232068008_232068006,2025-09-12T16:32:50.534433,"[""wallet_232068008""]","[""wallet_232068006""]",8.34,9.6169,0.0005
tx_1913117_233842379,2025-09-12T16:33:50.534433,"[""wallet_1913117""]","[""wallet_233842379""]",0.899,9.7469,0.0011
tx_232457179_232457182,2025-09-12T16:34:50.534433,"[""wallet_232457179""]","[""wallet_232457182""]",7.6458,2.394,0.0029
tx_230458430_230458280,2025-09-12T16:35:50.534433,"[""wallet_230458430""]","[""wallet_230458280""]",0.3057,1.7504,0.003
tx_232448785_232448783,2025-09-12T16:36:50.534433,"[""wallet_232448785""]","[""wallet_232448783""]",2.4858,4.5191,0.0003
tx_15478526_3863322,2025-09-12T16:37:50.534433,"[""wallet_15478526""]","[""wallet_3863322""]",8.3996,0.4046,0.0008
tx_35558560_230531926,2025-09-12T16:38:50.534433,"[""wallet_35558560""]","[""wallet_230531926""]",3.4097,5.1975,0.0011
tx_35864386_88003736,2025-09-12T16:39:50.534433,"[""wallet_35864386""]","[""wallet_88003736""]",4.35,7.4908,0.0014
tx_156330450_202251566,2025-09-12T16:40:50.534433,"[""wallet_156330450""]","[""wallet_202251566""]",6.1294,6.0547,0.0041
tx_75601025_230455579,2025-09-12T16:41:50.534433,"[""wallet_75601025""]","[""wallet_230455579""]",5.1051,9.5615,0.0013
tx_230438482_232440028,2025-09-12T16:42:50.534433,"[""wallet_230438482""]","[""wallet_232440028""]",4.3208,3.6664,0.0014
tx_231063238_2836713,2025-09-12T16:43:50.534433,"[""wallet_231063238""]","[""wallet_2836713""]",3.4489,9.0428,0.0039
tx_3877118_232438397,2025-09-12T16:44:50.534433,"[""wallet_3877118""]","[""wallet_232438397""]",0.5469,2.0872,0.0009
tx_230400467_234421612,2025-09-12T16:45:50.534433,"[""wallet_230400467""]","[""wallet_234421612""]",2.6454,0.8807,0.0007
tx_230397187_12971085,2025-09-12T16:46:50.534433,"[""wallet_230397187""]","[""wallet_12971085""]",7.0181,1.3597,0.0032
tx_230847087_230847009,2025-09-12T16:47:50.534433,"[""wallet_230847087""]","[""wallet_230847009""]",5.3301,9.1189,0.0024
tx_231994209_231994210,2025-09-12T16:48:50.534433,"[""wallet_231994209""]","[""wallet_231994210""]",9.3801,3.0423,0.0036
tx_89273_230872133,2025-09-12T16:49:50.534433,"[""wallet_89273""]","[""wallet_230872133""]",9.644,2.4916,0.0035
tx_230659440_51140228,2025-09-12T16:50:50.534433,"[""wallet_230659440""]","[""wallet_51140228""]",0.2681,8.1037,0.0024
tx_13289755_27434286,2025-09-12T16:51:50.534433,"[""wallet_13289755""]","[""wallet_27434286""]",0.7228,8.6132,0.0025
tx_232643045_232349125,2025-09-12T16:52:50.534433,"[""wallet_232643045""]","[""wallet_232349125""]",1.2361,4.7752,0.0017
tx_230454323_230454330,2025-09-12T16:53:50.534433,"[""wallet_230454323""]","[""wallet_230454330""]",0.9359,5.6171,0.0013
tx_73119118_232031824,2025-09-12T16:54:50.534433,"[""wallet_73119118""]","[""wallet_232031824""]",6.7537,7.0954,0.001
tx_34381791_2881273,2025-09-12T16:55:50.534433,"[""wallet_34381791""]","[""wallet_2881273""]",7.5466,1.2605,0.0029
tx_37233985_230424544,2025-09-12T16:56:50.534433,"[""wallet_37233985""]","[""wallet_230424544""]",5.6868,6.7207,0.0005
tx_232067357_232473204,2025-09-12T16:57:50.534433,"[""wallet_232067357""]","[""wallet_232473204""]",2.5359,3.258,0.0029
tx_232068053_230445153,2025-09-12T16:58:50.534433,"[""wallet_232068053""]","[""wallet_230445153""]",5.5355,3.9537,0.0012
tx_5529846_232374910,2025-09-12T16:59:50.534433,"[""wallet_5529846""]","[""wallet_232374910""]",8.3524,8.5517,0.0042
tx_75605340_75604075,2025-09-12T17:00:50.534433,"[""wallet_75605340""]","[""wallet_75604075""]",6.2917,9.0132,0.0011
tx_230540580_230540579,2025-09-12T17:01:50.534433,"[""wallet_230540580""]","[""wallet_230540579""]",8.441,9.1419,0.0011
tx_232039890_232039888,2025-09-12T17:02:50.534433,"[""wallet_232039890""]","[""wallet_232039888""]",8.1686,1.5467,0.0036
tx_232441173_232440939,2025-09-12T17:03:50.534433,"[""wallet_232441173""]","[""wallet_232440939""]",7.4732,9.0137,0.003
tx_232023544_232023929,2025-09-12T17:04:50.534433,"[""wallet_232023544""]","[""wallet_232023929""]",0.1252,9.9859,0.0016
tx_89273_230453424,2025-09-12T17:05:50.534433,"[""wallet_89273""]","[""wallet_230453424""]",5.1791,1.4826,0.0022
tx_89273_34923889,2025-09-12T17:06:50.534433,"[""wallet_89273""]","[""wallet_34923889""]",1.9257,9.9079,0.0008
tx_179510554_232018768,2025-09-12T17:07:50.534433,"[""wallet_179510554""]","[""wallet_232018768""]",5.675,8.8249,0.0031
tx_230411328_232918438,2025-09-12T17:08:50.534433,"[""wallet_230411328""]","[""wallet_232918438""]",6.003,0.5057,0.0034
tx_13593219_232431912,2025-09-12T17:09:50.534433,"[""wallet_13593219""]","[""wallet_232431912""]",2.7241,2.9217,0.0037
